county,state,lat,long,distance_to_nearest_plant,name_of_nearest_plant
Carteret,North Carolina,34.8357,-76.6589,275859.39437494363,Mayo Generating Plant
Wise,Texas,33.2159,-97.6545,203895.36562490865,Sandy Creek Plant
Walker,Georgia,34.7356,-85.301,76118.88802542999,Plant Bowen
Lake,California,39.0996,-122.7532,517534.35329562536,North Valmy Station
Franklin,North Carolina,36.0827,-78.2857,73507.87705441377,Mayo Generating Plant
Oldham,Kentucky,38.3994,-85.4483,20777.222375570836,Trimble County Generating Station
Catoosa,Georgia,34.9036,-85.1382,88538.80263205247,Plant Bowen
Butler,Kansas,37.7812,-96.839,148456.90104158604,Sooner Generating Station
McCracken,Kentucky,37.054,-88.7128,12319.799777618753,Shawnee Fossil Plant
Jones,Mississippi,31.6226,-89.1688,129840.5917928633,Barry Steam Plant
Otero,New Mexico,32.6132,-105.7415,342733.51483711274,Tolk Station
Aroostook,Maine,46.6589,-68.5989,431828.9412186953,Schiller Station
Williamson,Illinois,37.7303,-88.9299,12444.494286406278,Marion Plant
St. Francois,Missouri,37.8103,-90.4723,40061.60578508124,Rush Island power station
Laurens,South Carolina,34.4834,-82.0057,84302.946751015,James E. Rogers Energy Complex
Belmont,Ohio,40.0158,-80.9885,24517.046267976264,Mitchell Plant
Muskogee,Oklahoma,35.6161,-95.3795,18181.125910514762,Muskogee Generating Station
Grant,Indiana,40.5158,-85.6547,102293.62314713508,Whitewater Valley Generating Station
Rice,Minnesota,44.3543,-93.2967,85812.92882041768,Allen S. King Generating Plant
Spalding,Georgia,33.2609,-84.2841,49765.38529188501,Scherer Steam Generating Station
Wayne,Indiana,39.8644,-85.0098,11990.038801263516,Whitewater Valley Generating Station
Ionia,Michigan,42.9451,-85.0746,44233.54009823123,Erickson Station
Apache,Arizona,35.3955,-109.4888,89499.66980634502,Cholla Generating Station
Montcalm,Michigan,43.311,-85.1525,79742.48101781061,Erickson Station
Marquette,Michigan,46.4313,-87.6416,234730.7146328315,Weston Power Plant
Wilkes,North Carolina,36.2062,-81.163,69912.44332133373,Marshall Steam Station
Harrison,West Virginia,39.2835,-80.3799,12005.47740601597,Harrison power station
Armstrong,Pennsylvania,40.8121,-79.4646,19806.561150286623,Keystone Generating Station
Crow Wing,Minnesota,46.4825,-94.0709,92335.77212872446,Boswell Energy Center
Adams,Illinois,39.9879,-91.1885,133271.328387634,Thomas Hill Energy Center
Chippewa,Wisconsin,45.0694,-91.2799,98610.79118018052,John Madgett Station
Warren,New York,43.561,-73.846,198391.38522947466,Merrimack Station
Isabella,Michigan,43.6406,-84.8468,81018.1256743616,Karn Generating Plant
Jefferson,Ohio,40.385,-80.761,17579.535556478277,Cardinal Plant
Starr,Texas,26.5621,-98.7387,238791.75226819422,San Miguel Electric Cooperative
Marion,Ohio,40.5872,-83.1609,145550.46641988374,Monroe Power Plant
Sauk,Wisconsin,43.4267,-89.9482,43190.89910099655,Columbia Energy Center
Tehama,California,40.1256,-122.2341,438790.5735042652,North Valmy Station
Walker,Alabama,33.8033,-87.2973,28995.228212203525,Miller Steam Plant
Chaves,New Mexico,33.3633,-104.4669,197996.58571743057,Tolk Station
Columbia,Pennsylvania,41.0486,-76.4052,22000.772179056017,Montour Steam Station
Kershaw,South Carolina,34.3388,-80.5902,56913.82823284596,Wateree Station
Clay,Minnesota,46.8923,-96.4907,176483.76683414326,Big Stone Power Plant
Mason,Washington,47.3484,-123.1927,70626.83313083235,Centralia Power Plant
Nacogdoches,Texas,31.616,-94.6159,71512.49241398546,Martin Lake Steam Station
Carbon,Pennsylvania,40.9182,-75.7088,31750.16524817578,Northampton Generating Plant
Salem,New Jersey,39.5876,-75.3491,111194.30582422366,Herbert Wagner Generating Station
Pulaski,Kentucky,37.1039,-84.5773,11856.902005348105,Cooper power station
Coos,Oregon,43.1742,-124.0594,409170.54064288887,Centralia Power Plant
Rutherford,North Carolina,35.4026,-81.9198,25135.6699362034,James E. Rogers Energy Complex
Liberty,Georgia,31.8282,-81.4949,156337.24536228518,Northside Generating Station
Hamblen,Tennessee,36.2171,-83.2667,83005.2292758093,Bull Run Fossil Plant
Lamar,Mississippi,31.206,-89.5087,117705.38245510314,Daniel Generating Plant
Warrick,Indiana,38.0922,-87.2721,20398.65857058357,Warrick Power Plant
Effingham,Georgia,32.3674,-81.3414,114335.78376253865,Cope Station
Darlington,South Carolina,34.3325,-79.9577,83116.47016088376,Wateree Station
Belknap,New Hampshire,43.5179,-71.4227,42020.24688195257,Merrimack Station
San Benito,California,36.6057,-121.075,584341.2233595373,North Valmy Station
Pope,Arkansas,35.4477,-93.0345,139998.690041943,White Bluff Generating Plant
Lincoln,South Dakota,43.2789,-96.7218,109476.09924769397,George Neal Station North
Georgetown,South Carolina,33.4342,-79.3324,11845.676445278723,Winyah Generating Station
Athens,Ohio,39.3339,-82.0452,41224.41944992849,Mountaineer Plant
Lee,North Carolina,35.4752,-79.1715,112302.06863204786,Roxboro Steam Plant
Garfield,Oklahoma,36.3791,-97.7827,66028.23908818177,Sooner Generating Station
Hall,Nebraska,40.8726,-98.5022,13150.403374882706,Platte Generating Station
Knox,Ohio,40.3988,-82.4215,149625.84502454803,Pleasants power station
Livingston,New York,42.7281,-77.7755,205957.31227338762,Montour Steam Station
Walla Walla,Washington,46.2298,-118.4784,341175.2482093736,Centralia Power Plant
Stanly,North Carolina,35.3119,-80.251,70231.8910061242,G.G. Allen Steam Plant
Laurel,Kentucky,37.1107,-84.1178,44018.115964028715,Cooper power station
Reno,Kansas,37.953,-98.086,189937.51925232177,Sooner Generating Station
Barry,Michigan,42.595,-85.309,54569.65204386649,Erickson Station
Union,Ohio,40.2994,-83.3716,141250.7608145522,Whitewater Valley Generating Station
Haywood,North Carolina,35.556,-82.9822,117056.8129192704,James E. Rogers Energy Complex
Columbia,New York,42.2501,-73.6318,203087.50032874398,Merrimack Station
Washington,New York,43.3137,-73.4308,160641.6089503159,Merrimack Station
Garfield,Colorado,39.5993,-107.904,99517.10343346107,Craig Station
Eddy,New Mexico,32.4714,-104.3044,249436.71898278213,Tolk Station
Tipton,Tennessee,35.4973,-89.7566,114253.69676934055,New Madrid Power Plant
Granville,North Carolina,36.304,-78.6527,32815.721031223016,Mayo Generating Plant
Pittsylvania,Virginia,36.8213,-79.3971,47372.45410582076,Roxboro Steam Plant
St. Joseph,Michigan,41.9144,-85.5278,112354.19784310734,Erickson Station
Rutland,Vermont,43.5802,-73.0364,136210.85990690114,Merrimack Station
Herkimer,New York,43.4193,-74.9624,285335.5406870736,Merrimack Station
Cumberland,Tennessee,35.9504,-84.9984,43565.80361223138,Kingston Fossil Plant
Hood,Texas,32.4299,-97.8323,134359.0243897518,Sandy Creek Plant
Crawford,Arkansas,35.588,-94.2429,56998.97491945914,River Valley power station
Bradford,Pennsylvania,41.7887,-76.5154,80848.31830902665,Montour Steam Station
Pender,North Carolina,34.5248,-77.9051,188723.20580150638,Winyah Generating Station
Washington,Ohio,39.4553,-81.4953,19766.821460444527,Pleasants power station
Mercer,West Virginia,37.4055,-81.1114,121641.30805172215,Virginia City Hybrid Energy Center
Otter Tail,Minnesota,46.4088,-95.708,137664.0008108082,Big Stone Power Plant
Washington,Vermont,44.2736,-72.6148,156149.10748133,Merrimack Station
Sampson,North Carolina,34.9916,-78.3714,176827.1634327387,Mayo Generating Plant
Sandusky,Ohio,41.3562,-83.1464,61594.9391283648,Monroe Power Plant
Otsego,New York,42.6338,-75.0326,218845.7160898766,Northampton Generating Plant
Pike,Kentucky,37.4691,-82.3958,61371.03629870496,Virginia City Hybrid Energy Center
Lowndes,Mississippi,33.4729,-88.4433,72887.16452079083,Red Hills Generation Facility
Blount,Alabama,33.9809,-86.5674,59718.53965702719,Miller Steam Plant
Van Zandt,Texas,32.5637,-95.8365,108054.97095193274,Welsh Power Plant
Kenai Peninsula,Alaska,60.2654,-151.5652,2393732.034144157,Centralia Power Plant
Russell,Alabama,32.2884,-85.1849,125490.11598599577,Wansley Plant
Lincoln,Missouri,39.058,-90.96,56081.278805009024,Labadie power station
Newton,Missouri,36.9055,-94.3393,73935.29561277642,Flint Creek Power Plant
Huron,Ohio,41.1463,-82.598,103523.88866784284,Monroe Power Plant
Lawrence,Ohio,38.5984,-82.5368,50094.41620730484,Kyger Creek Station
Pickaway,Ohio,39.6419,-83.0244,110918.39495515566,Gavin Power Plant
Genesee,New York,43.0009,-78.1937,249053.97216330864,Montour Steam Station
Pike,Pennsylvania,41.332,-75.0338,80325.37467492234,Northampton Generating Plant
Autauga,Alabama,32.5349,-86.6427,80408.18879791883,Gaston Steam Plant
Columbia,Wisconsin,43.4666,-89.3337,7368.926351557179,Columbia Energy Center
Acadia,Louisiana,30.2906,-92.412,84362.74272524871,Roy S. Nelson Generating Plant
Anderson,Texas,31.8133,-95.6525,71554.9310063926,Limestone Generating Station
Lyon,Nevada,39.0206,-119.189,270160.7127662481,North Valmy Station
Carson City,Nevada,39.1511,-119.7476,293265.94686983805,North Valmy Station
Oxford,Maine,44.4999,-70.7566,155914.29314084153,Schiller Station
Vermilion,Louisiana,29.8466,-92.3237,104956.37995995997,Roy S. Nelson Generating Plant
Maverick,Texas,28.7426,-100.3145,179524.75739154217,San Miguel Electric Cooperative
Windsor,Vermont,43.5799,-72.5862,102956.1768358943,Merrimack Station
Jefferson,West Virginia,39.3076,-77.8628,82422.23369157137,AES Warrior Run Generation Plant
Putnam,West Virginia,38.5086,-81.909,8294.79131143548,Amos Plant
Gordon,Georgia,34.5032,-84.8759,42042.766434836594,Plant Bowen
Coffee,Tennessee,35.4906,-86.0748,96129.32050127714,Gallatin Fossil Plant
Box Elder,Utah,41.521,-113.0821,208717.84685111983,Naughton Power Plant
Hawkins,Tennessee,36.4412,-82.9447,75767.85031107905,Virginia City Hybrid Energy Center
Colbert,Alabama,34.7005,-87.8049,136882.39071048948,Miller Steam Plant
Chisago,Minnesota,45.5025,-92.9083,53223.620533457644,Allen S. King Generating Plant
Carter,Tennessee,36.2928,-82.1275,71895.08703755375,Virginia City Hybrid Energy Center
Scott,Kentucky,38.2915,-84.5839,56997.906958807696,E.W. Brown Generating Station
Marion,West Virginia,39.51,-80.2434,15852.294533403892,Harrison power station
Cherokee,South Carolina,35.0481,-81.6206,22705.33500798026,James E. Rogers Energy Complex
Hardin,Texas,30.3324,-94.3902,106067.22618457141,Roy S. Nelson Generating Plant
Pearl River,Mississippi,30.7688,-89.5896,102368.55102700368,Daniel Generating Plant
Whiteside,Illinois,41.7562,-89.9141,25585.65689849761,Archer Daniels Midland Clinton Power Plant
Taney,Missouri,36.6548,-93.0411,63216.5436040705,John Twitty Energy Center
Iron,Utah,37.8592,-113.2895,193467.61938230784,Intermountain power station
Lafayette,Mississippi,34.3568,-89.485,111533.93095556331,Red Hills Generation Facility
Eagle,Colorado,39.6279,-106.6954,104171.53077072516,Hayden Station
La Plata,Colorado,37.2866,-107.8433,75442.44712721925,San Juan Generating Station
Campbell,Virginia,37.2053,-79.0966,51048.615079957955,Clover power station
Waller,Texas,30.0108,-95.9876,68295.31264500566,Parish Generating Station
Hancock,Maine,44.6643,-68.3585,261391.44157792794,Schiller Station
Lenoir,North Carolina,35.2388,-77.6412,182229.2845399584,Mayo Generating Plant
Tuolumne,California,38.0276,-119.9548,398187.8778849775,North Valmy Station
Seneca,Ohio,41.1239,-83.1277,87040.24387513754,Monroe Power Plant
Franklin,Virginia,36.992,-79.8811,80317.18658550893,Belews Creek Steam Station
Grady,Oklahoma,35.0169,-97.8841,176355.87457269314,Sooner Generating Station
Saline,Kansas,38.7838,-97.65,144068.8246730599,Jeffrey Energy Center
Jefferson,Tennessee,36.051,-83.4463,64089.0697835862,Bull Run Fossil Plant
Loudon,Tennessee,35.7348,-84.3119,26163.422955929927,Kingston Fossil Plant
Camden,Georgia,30.9306,-81.6699,57769.934936835,Northside Generating Station
Watauga,North Carolina,36.2311,-81.6964,95440.908624446,Virginia City Hybrid Energy Center
Dickson,Tennessee,36.149,-87.3567,37645.43497127983,Cumberland Steam Plant
Washington,Virginia,36.7244,-81.9598,40006.328665826106,Virginia City Hybrid Energy Center
Johnson,Missouri,38.7441,-93.8064,72321.58558194488,Hawthorn Station
Jackson,Illinois,37.7851,-89.3821,42065.93775877217,Marion Plant
Boone,Illinois,42.3231,-88.8234,100119.36621218968,South Oak Creek Plant
Fulton,New York,43.1138,-74.4222,240436.30141856565,Merrimack Station
Pulaski,Missouri,37.8246,-92.2076,128534.06077270697,John Twitty Energy Center
Elko,Nevada,41.1457,-115.3577,108218.79017677503,TS Power Plant
Roane,Tennessee,35.8479,-84.5232,5662.2503025620435,Kingston Fossil Plant
Tuscola,Michigan,43.4641,-83.4167,39664.11439066048,Karn Generating Plant
Gila,Arizona,33.7997,-110.8116,135043.73703001378,Cholla Generating Station
McMinn,Tennessee,35.4248,-84.6175,53336.060994209336,Kingston Fossil Plant
Coffee,Alabama,31.4027,-85.9882,197500.45501117696,Barry Steam Plant
Jessamine,Kentucky,37.8721,-84.5809,14925.834424417057,E.W. Brown Generating Station
Ashland,Ohio,40.846,-82.2707,142910.35613722316,Sammis Plant
Jackson,Alabama,34.7795,-85.9994,122797.1212632716,Plant Bowen
Rusk,Texas,32.1077,-94.7618,24692.646413657785,Martin Lake Steam Station
Kerr,Texas,30.0615,-99.35,129974.61723027454,J. K. Spruce Station
St. Charles,Louisiana,29.9055,-90.3582,133345.87588005216,Big Cajun II Power Plant
Washington,Oklahoma,36.7152,-95.9044,36941.48554489867,Northeastern Station
Columbia,Oregon,45.9438,-123.0883,92009.87648263012,Centralia Power Plant
Grundy,Illinois,41.2851,-88.4185,117149.88267919276,Schahfer Generating Station
Worcester,Maryland,38.2128,-75.334,42261.661397813274,Indian River power station
St. Martin,Louisiana,30.1291,-91.6083,70247.12219420483,Big Cajun II Power Plant
Grant,Wisconsin,42.8675,-90.7062,64197.00590470471,Lansing power station
Hoke,North Carolina,35.0175,-79.2373,158840.10034020606,Belews Creek Steam Station
Calumet,Wisconsin,44.0816,-88.2181,57811.1322172835,Edgewater Generating Station
Harrisonburg,Virginia,38.4361,-78.8735,91409.78549255141,Mount Storm power station
Culpeper,Virginia,38.486,-77.9558,132388.05836562166,Chesterfield power station
Navarro,Texas,32.047,-96.4725,72243.53657878835,Limestone Generating Station
Warren,Iowa,41.3343,-93.5615,88403.83495447272,Ottumwa Generating Station
Darke,Ohio,40.1333,-84.6194,43670.849721899525,Whitewater Valley Generating Station
Ogle,Illinois,42.0426,-89.3207,77718.2315736821,Archer Daniels Midland Clinton Power Plant
Waupaca,Wisconsin,44.4705,-88.9648,69327.43642482735,Weston Power Plant
Cass,Michigan,41.9154,-85.9935,79070.30576220248,Michigan City Generating Station
Columbus,North Carolina,34.2656,-78.655,122534.60506366631,Winyah Generating Station
Oktibbeha,Mississippi,33.425,-88.8793,32014.19605879952,Red Hills Generation Facility
Franklin,Kentucky,38.2392,-84.877,52063.18312286163,E.W. Brown Generating Station
Wayne,Pennsylvania,41.6487,-75.3033,107263.5035482823,Northampton Generating Plant
Henry,Virginia,36.6828,-79.874,47398.988203964625,Belews Creek Steam Station
Madison,Idaho,43.7841,-111.6592,241182.33148064287,Naughton Power Plant
Venango,Pennsylvania,41.401,-79.758,89395.6384076505,Keystone Generating Station
Bristol,Rhode Island,41.7173,-71.284,158661.36858762475,Schiller Station
Cherokee,Texas,31.837,-95.1652,73157.31175174109,Martin Lake Steam Station
Dearborn,Indiana,39.1452,-84.9732,15149.21249941477,Miami Fort Station
Medina,Texas,29.3557,-99.1101,76811.54164166299,J. K. Spruce Station
Somerset,Maine,45.5139,-69.9589,276536.4947710153,Schiller Station
Gibson,Tennessee,35.9966,-88.9326,80640.61631930547,New Madrid Power Plant
Knox,Illinois,40.9318,-90.2132,59636.47377292935,Edwards Generation Plant
Nye,Nevada,38.0423,-116.4719,300215.116513948,TS Power Plant
Carroll,New Hampshire,43.8738,-71.2031,84166.66615282129,Merrimack Station
Lamar,Texas,33.6673,-95.5712,44955.84443524154,Hugo Plant
Winona,Minnesota,43.9869,-91.7792,36900.682066159374,John Madgett Station
Lincoln,Oregon,44.642,-123.8682,247789.40180320694,Centralia Power Plant
Buffalo,Nebraska,40.8551,-99.075,61283.097077924846,Platte Generating Station
Duplin,North Carolina,34.9365,-77.933,196716.8969330126,Mayo Generating Plant
St. Mary,Louisiana,29.7206,-91.4485,111944.18344482033,Big Cajun II Power Plant
Bedford,Tennessee,35.5138,-86.4589,89094.93885952012,Gallatin Fossil Plant
Franklin,Vermont,44.8576,-72.9131,223193.52386343878,Merrimack Station
Queen Anne's,Maryland,39.068,-76.0203,45539.48770949273,Herbert Wagner Generating Station
Newaygo,Michigan,43.5542,-85.8009,78564.12029526704,Campbell Generating Plant
Edgecombe,North Carolina,35.9129,-77.5971,134935.3125008417,Mayo Generating Plant
Montgomery,New York,42.9023,-74.4397,243704.76030243165,Merrimack Station
Dale,Alabama,31.4318,-85.611,216146.081465144,Gaston Steam Plant
Henry,Illinois,41.3531,-90.1314,52367.09830680463,Archer Daniels Midland Clinton Power Plant
Wilson,Texas,29.174,-98.0866,27208.33562761331,J. K. Spruce Station
Polk,Texas,30.7927,-94.83,152689.23411327053,Limestone Generating Station
Halifax,North Carolina,36.2574,-77.6517,115235.33890561557,Mayo Generating Plant
Laurens,Georgia,32.4637,-82.9222,106064.2262677647,Scherer Steam Generating Station
Douglas,Nevada,38.9123,-119.6162,303650.94363640813,North Valmy Station
Vernon,Louisiana,31.1083,-93.1843,54708.062227439754,Brame Energy power station
Fremont,Colorado,38.4731,-105.4395,66217.86507466839,Ray Nixon Power Plant
Logan,Oklahoma,35.9193,-97.4433,69011.73285572437,Sooner Generating Station
Henry,Indiana,39.9311,-85.3964,45199.61865397479,Whitewater Valley Generating Station
Curry,New Mexico,34.5742,-103.347,83538.6501983906,Tolk Station
Atascosa,Texas,28.8935,-98.5272,21514.62553496042,San Miguel Electric Cooperative
Tioga,New York,42.1703,-76.3063,125865.5772852291,Montour Steam Station
Boyd,Kentucky,38.3596,-82.6878,76415.07047075013,Amos Plant
Le Flore,Oklahoma,34.9003,-94.7034,32829.01911896494,River Valley power station
Burnet,Texas,30.7884,-98.1823,139441.68093123502,Sandy Creek Plant
Lincoln,Louisiana,32.6016,-92.6649,133610.72080209598,Brame Energy power station
Crittenden,Arkansas,35.2057,-90.3078,112787.63521968009,Independence Steam Station
Shelby,Ohio,40.3316,-84.2048,83218.37380480459,Whitewater Valley Generating Station
Whitman,Washington,46.9012,-117.523,407236.7037888746,Centralia Power Plant
Carter,Oklahoma,34.2509,-97.2858,183119.11902378462,Hugo Plant
Jackson,Florida,30.7954,-85.2155,268059.69537143194,Barry Steam Plant
Greene,New York,42.2765,-74.1227,209262.86833750308,Northampton Generating Plant
Franklin,New York,44.5929,-74.3038,279261.76559328864,Merrimack Station
Val Verde,Texas,29.8929,-101.1517,281750.98262414953,J. K. Spruce Station
Bedford,Pennsylvania,40.0065,-78.4903,50584.624552783105,AES Warrior Run Generation Plant
Coles,Illinois,39.5203,-88.2217,64994.62598700035,Newton power station
Bingham,Idaho,43.2166,-112.3981,219411.81930882225,Naughton Power Plant
Shelby,Kentucky,38.2155,-85.1948,45211.275409298374,Trimble County Generating Station
Goodhue,Minnesota,44.4097,-92.7229,65709.4446752406,John Madgett Station
Santa Cruz,Arizona,31.526,-110.8465,107962.04750245961,Apache Generating Station
Chenango,New York,42.4935,-75.6116,180796.8975034384,Montour Steam Station
Cherokee,Oklahoma,35.9067,-94.9997,30594.056329879913,Muskogee Generating Station
Noble,Indiana,41.3986,-85.4175,129529.90142573722,Michigan City Generating Station
Cortland,New York,42.595,-76.0703,176495.0139626971,Montour Steam Station
Campbell,Wyoming,44.2482,-105.5482,13531.077168277505,Wygen I power station
Allegany,New York,42.2574,-78.0276,173993.90023325276,Montour Steam Station
Charlottesville,Virginia,38.0375,-78.4855,121407.74143181859,Chesterfield power station
Clinton,Iowa,41.898,-90.532,28113.15426069888,Archer Daniels Midland Clinton Power Plant
Barron,Wisconsin,45.4237,-91.8483,85033.08102049831,Allen S. King Generating Plant
Bonner,Idaho,48.3,-116.6011,501230.71100222477,Centralia Power Plant
Nelson,Kentucky,37.8052,-85.466,47698.60227470076,Mill Creek Station
Auglaize,Ohio,40.5609,-84.2217,101922.29962584953,Whitewater Valley Generating Station
Marshall,Indiana,41.3248,-86.2618,64974.059376537145,Schahfer Generating Station
Mifflin,Pennsylvania,40.6104,-77.617,95079.38717144475,Montour Steam Station
Osage,Oklahoma,36.6292,-96.3985,61680.553537424,Sooner Generating Station
Monroe,Wisconsin,43.9458,-90.6178,80828.50503770245,Lansing power station
Stevens,Washington,48.3991,-117.8552,418204.91025109077,Centralia Power Plant
Monroe,Tennessee,35.4427,-84.2527,56094.41950832975,Kingston Fossil Plant
Beltrami,Minnesota,47.9738,-94.9377,124851.683941246,Boswell Energy Center
Logan,Ohio,40.3885,-83.7658,116253.56512493684,Whitewater Valley Generating Station
Jackson,Indiana,38.9064,-86.0375,56851.33019361711,Clifty Creek Station
Hancock,Mississippi,30.416,-89.4885,90365.62703394513,Daniel Generating Plant
Perry,Pennsylvania,40.3984,-77.2623,58742.516463450476,Brunner Island power station
Windham,Vermont,42.9906,-72.7139,102889.58867675194,Merrimack Station
Bryan,Oklahoma,33.9623,-96.2598,86939.62459010759,Hugo Plant
Colquitt,Georgia,31.1884,-83.7688,206597.63001699638,Deerhaven Generating Station
Washington,Louisiana,30.8533,-90.0405,127982.0250949912,Big Cajun II Power Plant
Habersham,Georgia,34.631,-83.5311,139545.12275554703,Plant Bowen
Hillsdale,Michigan,41.8878,-84.5929,89512.24132469979,Erickson Station
Thomas,Georgia,30.8637,-83.9193,191529.43973449295,Deerhaven Generating Station
Greene,Arkansas,36.1175,-90.5589,90823.6754400045,Independence Steam Station
Washington,Mississippi,33.2839,-90.9474,161292.88217970656,Red Hills Generation Facility
Hopkins,Kentucky,37.3088,-87.5408,37661.47846537153,Green Station
Calaveras,California,38.2046,-120.5541,416892.5538489288,North Valmy Station
Caldwell,Texas,29.8368,-97.6199,84418.56820159488,Fayette Power Project
Chambers,Texas,29.7384,-94.6101,103404.5246441617,Parish Generating Station
Dunn,Wisconsin,44.9466,-91.8964,70235.34350759341,Allen S. King Generating Plant
Macoupin,Illinois,39.261,-89.9245,49702.16143648058,Sioux Power Plant
Warren,Mississippi,32.3573,-90.852,187214.85996775236,Big Cajun II Power Plant
Lawrence,Indiana,38.8412,-86.4835,75420.12612694144,Petersburg Generating Station
Henderson,Kentucky,37.7958,-87.573,17714.08747952589,Green Station
Itasca,Minnesota,47.5095,-93.632,27552.41342089273,Boswell Energy Center
Beaufort,North Carolina,35.494,-76.8598,214804.68656563928,Chesterfield power station
Chilton,Alabama,32.8479,-86.7188,50108.12886098208,Gaston Steam Plant
Shelby,Indiana,39.5237,-85.7917,82903.86364719897,Whitewater Valley Generating Station
Stephenson,Illinois,42.3518,-89.6623,74341.1294738769,Archer Daniels Midland Clinton Power Plant
Polk,Wisconsin,45.4614,-92.4414,54539.22955843183,Allen S. King Generating Plant
Phelps,Missouri,37.8772,-91.7923,112973.56314592418,Labadie power station
Branch,Michigan,41.9161,-85.059,92372.82511682106,Erickson Station
Delaware,New York,42.1981,-74.9665,172660.05725563449,Northampton Generating Plant
Wood,Texas,32.7864,-95.3821,58798.01142031544,Welsh Power Plant
Stokes,North Carolina,36.4019,-80.2397,20976.490421851366,Belews Creek Steam Station
McDowell,North Carolina,35.6817,-82.0493,57826.14534883049,James E. Rogers Energy Complex
Jefferson,Pennsylvania,41.1282,-78.9994,59370.60007642194,Keystone Generating Station
Huntingdon,Pennsylvania,40.417,-77.9812,70899.54393125689,Colver Power Project
Callaway,Missouri,38.8355,-91.926,99414.39304098736,Labadie power station
Barren,Kentucky,36.9656,-85.9337,83374.38506827859,Gallatin Fossil Plant
Gadsden,Florida,30.5795,-84.6136,232854.72107504768,Deerhaven Generating Station
Holmes,Ohio,40.5612,-81.9293,109944.91149615274,Sammis Plant
Siskiyou,California,41.5927,-122.5404,458470.3298972159,North Valmy Station
Kittitas,Washington,47.1244,-120.6798,170769.60158820442,Centralia Power Plant
Shenandoah,Virginia,38.8583,-78.5708,71090.66947305236,Mount Storm power station
Douglas,Wisconsin,46.4329,-91.9162,107282.55483249265,Silver Bay Power Plant
Kay,Oklahoma,36.818,-97.1439,41162.55489133328,Sooner Generating Station
Lawrence,Tennessee,35.2174,-87.3956,132142.4755917532,Cumberland Steam Plant
Madison,Ohio,39.894,-83.4002,128358.602518957,Whitewater Valley Generating Station
Baldwin,Georgia,33.0693,-83.2496,52051.82515155494,Scherer Steam Generating Station
Kendall,Texas,29.9447,-98.7115,80066.94609944394,J. K. Spruce Station
Pittsburg,Oklahoma,34.9239,-95.7484,101965.90880374398,Muskogee Generating Station
St. Bernard,Louisiana,29.8692,-89.5552,121018.8073668179,Daniel Generating Plant
Ravalli,Montana,46.0817,-114.1207,507032.1802544711,Hardin Generating Station
Brown,Ohio,38.9338,-83.8673,26305.82830885157,Spurlock power station
Chesterfield,South Carolina,34.6398,-80.1587,98780.25532667934,G.G. Allen Steam Plant
Suwannee,Florida,30.1956,-82.9915,75712.37248368522,Deerhaven Generating Station
Kandiyohi,Minnesota,45.1524,-95.0047,90554.92515303975,Sherburne County Plant
Dubois,Indiana,38.3643,-86.8798,37310.167501731725,Petersburg Generating Station
Richmond,North Carolina,35.0059,-79.7479,116730.47954083404,G.G. Allen Steam Plant
Bryan,Georgia,32.0145,-81.4436,154635.731922781,Cope Station
Cerro Gordo,Iowa,43.0816,-93.2608,172567.84313063664,Lansing power station
Highland,Ohio,39.1847,-83.601,56972.93131292102,Spurlock power station
Muscatine,Iowa,41.4839,-91.1127,11464.442906979108,Muscatine Generating Station
Sullivan,New Hampshire,43.3613,-72.2221,65981.32403242376,Merrimack Station
Union,Pennsylvania,40.963,-77.0622,35407.71797891274,Montour Steam Station
DeKalb,Indiana,41.3976,-84.9991,146567.88545667412,Erickson Station
Camden,Missouri,38.027,-92.766,111759.10216706347,John Twitty Energy Center
Coffee,Georgia,31.5493,-82.8492,176023.91780300028,Northside Generating Station
Jackson,North Carolina,35.2876,-83.1408,122808.11452084644,Bull Run Fossil Plant
Stephens,Oklahoma,34.4856,-97.8515,230167.03134327536,Sooner Generating Station
Pettis,Missouri,38.7283,-93.2851,107262.95035480743,Thomas Hill Energy Center
Miller,Arkansas,33.3124,-93.8921,38310.47514861015,John W. Turk Jr. Power Plant
Fulton,Ohio,41.6018,-84.1301,72747.53221160415,Monroe Power Plant
St. John the Baptist,Louisiana,30.1264,-90.4709,109116.71477748688,Big Cajun II Power Plant
Polk,Georgia,34.0018,-85.1881,28266.491355195263,Plant Bowen
Vance,North Carolina,36.3649,-78.4079,47004.060661570584,Mayo Generating Plant
Douglas,Washington,47.7361,-119.6918,263227.5013737166,Centralia Power Plant
Manassas,Virginia,38.7479,-77.4839,95099.26350184262,Brandon Shores Generating Station
Danville,Virginia,36.5831,-79.4088,32081.278395981284,Roxboro Steam Plant
Davie,North Carolina,35.9291,-80.5445,52639.90119070879,Marshall Steam Station
Franklin,Tennessee,35.155,-86.0922,131739.4546000033,Gallatin Fossil Plant
Sweetwater,Wyoming,41.6595,-108.8796,11668.729911001104,Jim Bridger Steam Plant
Ohio,West Virginia,40.0969,-80.6189,17495.517635188546,Cardinal Plant
Levy,Florida,29.3184,-82.7436,40271.61434960975,Crystal River Energy Complex
Montrose,Colorado,38.4022,-108.2693,178224.51612398183,San Juan Generating Station
Butler,Missouri,36.7164,-90.4066,72434.04152926285,Sikeston power station
Erath,Texas,32.2363,-98.2179,146139.45043720363,Sandy Creek Plant
